TTT (K)	𝝆𝑳	𝝆𝑽	𝑷	∆𝑯𝑽	ρL+/-	ρV+/-	P+/-	Hvap+/-
270.00	0.584200	0.005350	0.188500	18.950000	0.000100	0.000030	0.000900	0.010000
260.00	0.595500	0.003890	0.131000	19.370000	0.000200	0.000030	0.000800	0.020000
250.00	0.606600	0.002760	0.087300	19.740000	0.000300	0.000030	0.000900	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
430.00	0.424000	0.078600	2.375000	11.860000	0.000400	0.000200	0.002000	0.010000
420.00	0.448400	0.063500	2.027000	13.420000	0.000300	0.000200	0.002000	0.020000
410.00	0.468900	0.051600	1.719000	14.740000	0.000300	0.000100	0.002000	0.020000
400.00	0.486700	0.042300	1.448000	15.860000	0.000200	0.000100	0.002000	0.020000
390.00	0.502800	0.034710	1.209000	16.840000	0.000200	0.000070	0.002000	0.010000
380.00	0.517700	0.028420	1.001000	17.720000	0.000200	0.000050	0.002000	0.010000
370.00	0.531650	0.023170	0.820000	18.520000	0.000080	0.000030	0.002000	0.010000
360.00	0.544840	0.018770	0.664000	19.250000	0.000080	0.000020	0.002000	0.020000
350.00	0.557400	0.015070	0.531000	19.920000	0.000200	0.000010	0.002000	0.020000
340.00	0.569400	0.011985	0.419000	20.550000	0.000400	0.000009	0.002000	0.020000
330.00	0.581000	0.009410	0.326000	21.140000	0.000400	0.000010	0.002000	0.020000
320.00	0.592300	0.007290	0.249000	21.700000	0.000500	0.000020	0.002000	0.020000
310.00	0.603200	0.005560	0.186000	22.220000	0.000600	0.000020	0.002000	0.020000
300.00	0.613800	0.004160	0.137000	22.720000	0.000400	0.000030	0.001000	0.010000
290.00	0.624400	0.003050	0.098000	23.210000	0.000300	0.000030	0.001000	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
400.00	0.421000	0.076700	2.176000	10.970000	0.000300	0.000300	0.004000	0.030000
390.00	0.445200	0.061200	1.841000	12.450000	0.000200	0.000200	0.003000	0.010000
380.00	0.465600	0.049400	1.546000	13.670000	0.000200	0.000080	0.003000	0.010000
370.00	0.483300	0.040120	1.288000	14.700000	0.000300	0.000060	0.002000	0.010000
360.00	0.499400	0.032610	1.064000	15.600000	0.000300	0.000050	0.002000	0.010000
350.00	0.514300	0.026420	0.869000	16.400000	0.000200	0.000040	0.002000	0.010000
340.00	0.528300	0.021280	0.701000	17.130000	0.000300	0.000030	0.002000	0.010000
330.00	0.541600	0.016990	0.558000	17.800000	0.000400	0.000020	0.002000	0.020000
320.00	0.554300	0.013420	0.438000	18.420000	0.000400	0.000020	0.002000	0.020000
310.00	0.566400	0.010470	0.338000	18.990000	0.000500	0.000020	0.002000	0.020000
300.00	0.578000	0.008050	0.256000	19.520000	0.000500	0.000020	0.002000	0.020000
290.00	0.589500	0.006080	0.190000	20.030000	0.000500	0.000020	0.001000	0.020000
280.00	0.601100	0.004500	0.138000	20.530000	0.000600	0.000020	0.001000	0.020000
270.00	0.612500	0.003260	0.097000	21.000000	0.000700	0.000020	0.001000	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
460.00	0.447900	0.068000	1.915000	14.560000	0.000300	0.000100	0.002000	0.020000
450.00	0.468400	0.055150	1.638000	16.150000	0.000200	0.000070	0.002000	0.020000
440.00	0.486400	0.045240	1.393000	17.490000	0.000200	0.000060	0.002000	0.010000
430.00	0.502600	0.037340	1.177000	18.630000	0.000200	0.000040	0.002000	0.010000
420.00	0.517500	0.030850	0.987000	19.636000	0.000200	0.000030	0.002000	0.009000
410.00	0.531300	0.025430	0.820000	20.550000	0.000300	0.000010	0.002000	0.010000
400.00	0.544400	0.020863	0.675000	21.390000	0.000400	0.000006	0.002000	0.010000
390.00	0.556800	0.017010	0.550000	22.160000	0.000300	0.000010	0.002000	0.010000
380.00	0.568700	0.013760	0.444000	22.880000	0.000300	0.000020	0.002000	0.010000
370.00	0.580200	0.011020	0.353000	23.568000	0.000200	0.000020	0.002000	0.006000
360.00	0.591500	0.008740	0.277000	24.218000	0.000100	0.000020	0.001000	0.006000
350.00	0.602400	0.006840	0.214000	24.830000	0.000300	0.000020	0.001000	0.010000
340.00	0.612900	0.005280	0.163000	25.420000	0.000400	0.000020	0.001000	0.020000
330.00	0.623000	0.004010	0.121000	25.970000	0.000400	0.000020	0.001000	0.020000
320.00	0.632800	0.002990	0.089000	26.480000	0.000500	0.000020	0.001000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
480.00	0.423700	0.087300	2.410000	12.790000	0.000700	0.000800	0.010000	0.050000
470.00	0.447200	0.071200	2.090000	14.540000	0.000500	0.000600	0.008000	0.030000
460.00	0.467000	0.059000	1.802000	15.960000	0.000300	0.000400	0.007000	0.030000
450.00	0.484600	0.049300	1.545000	17.180000	0.000300	0.000200	0.007000	0.030000
440.00	0.500700	0.041100	1.316000	18.280000	0.000400	0.000100	0.006000	0.020000
430.00	0.515600	0.034310	1.112000	19.270000	0.000500	0.000090	0.006000	0.020000
420.00	0.529500	0.028520	0.933000	20.180000	0.000500	0.000080	0.006000	0.020000
410.00	0.542700	0.023610	0.776000	21.020000	0.000300	0.000060	0.005000	0.020000
400.00	0.555100	0.019430	0.639000	21.790000	0.000300	0.000050	0.005000	0.030000
390.00	0.567200	0.015880	0.521000	22.530000	0.000300	0.000040	0.005000	0.030000
380.00	0.579000	0.012870	0.419000	23.220000	0.000300	0.000030	0.005000	0.030000
370.00	0.590300	0.010330	0.334000	23.870000	0.000300	0.000020	0.004000	0.030000
360.00	0.601000	0.008200	0.262000	24.480000	0.000500	0.000020	0.004000	0.040000
350.00	0.611400	0.006430	0.202000	25.050000	0.000400	0.000030	0.004000	0.030000
340.00	0.621600	0.004960	0.153000	25.600000	0.000600	0.000040	0.004000	0.020000
330.00	0.631600	0.003760	0.114000	26.120000	0.000400	0.000050	0.003000	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
460.00	0.427300	0.086900	2.303000	12.110000	0.000900	0.000600	0.008000	0.060000
450.00	0.451200	0.070500	1.988000	13.790000	0.000500	0.000300	0.008000	0.040000
440.00	0.471500	0.058000	1.708000	15.170000	0.000300	0.000200	0.007000	0.020000
430.00	0.489300	0.048200	1.458000	16.350000	0.000300	0.000100	0.006000	0.020000
420.00	0.505400	0.040100	1.236000	17.370000	0.000400	0.000100	0.005000	0.020000
410.00	0.520200	0.033300	1.039000	18.290000	0.000400	0.000070	0.005000	0.020000
400.00	0.533900	0.027570	0.867000	19.120000	0.000400	0.000060	0.004000	0.020000
390.00	0.546800	0.022720	0.716000	19.890000	0.000300	0.000040	0.004000	0.020000
380.00	0.559200	0.018600	0.586000	20.600000	0.000200	0.000040	0.004000	0.020000
370.00	0.571200	0.015110	0.474000	21.270000	0.000200	0.000030	0.004000	0.020000
360.00	0.582600	0.012160	0.378000	21.900000	0.000200	0.000030	0.003000	0.020000
350.00	0.593600	0.009680	0.298000	22.480000	0.000200	0.000030	0.003000	0.020000
340.00	0.604400	0.007610	0.231000	23.050000	0.000600	0.000030	0.003000	0.030000
330.00	0.615100	0.005900	0.176000	23.590000	0.000800	0.000040	0.003000	0.040000
320.00	0.625400	0.004500	0.132000	24.090000	0.000900	0.000040	0.002000	0.040000
310.00	0.634900	0.003370	0.097000	24.550000	0.000400	0.000040	0.002000	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
480.00	0.416500	0.099600	2.540000	11.390000	0.000300	0.000600	0.006000	0.050000
470.00	0.440000	0.080400	2.199000	13.240000	0.000200	0.000300	0.005000	0.030000
460.00	0.461900	0.065100	1.896000	14.930000	0.000200	0.000200	0.004000	0.020000
450.00	0.481200	0.053400	1.627000	16.370000	0.000200	0.000100	0.003000	0.010000
440.00	0.498300	0.044200	1.388000	17.580000	0.000300	0.000100	0.003000	0.020000
430.00	0.513700	0.036780	1.176000	18.620000	0.000200	0.000080	0.003000	0.020000
420.00	0.527800	0.030570	0.989000	19.550000	0.000200	0.000060	0.002000	0.010000
410.00	0.541100	0.025340	0.825000	20.390000	0.000200	0.000040	0.002000	0.020000
400.00	0.553600	0.020900	0.682000	21.170000	0.000300	0.000030	0.002000	0.020000
390.00	0.565700	0.017120	0.558000	21.900000	0.000300	0.000030	0.002000	0.020000
380.00	0.577200	0.013920	0.451000	22.580000	0.000200	0.000030	0.001000	0.010000
370.00	0.588400	0.011210	0.361000	23.210000	0.000200	0.000030	0.001000	0.010000
360.00	0.599100	0.008940	0.284600	23.810000	0.000300	0.000030	0.000900	0.010000
350.00	0.609600	0.007040	0.221200	24.380000	0.000300	0.000030	0.000700	0.010000
340.00	0.619700	0.005470	0.169100	24.920000	0.000100	0.000020	0.000600	0.010000
330.00	0.629500	0.004180	0.126900	25.430000	0.000200	0.000020	0.000500	0.020000
320.00	0.639200	0.003140	0.093400	25.930000	0.000500	0.000020	0.000400	0.030000
310.00	0.648000	0.002310	0.067100	26.400000	0.001000	0.000010	0.000400	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
510.00	0.407000	0.094300	2.249000	12.950000	0.000300	0.000400	0.002000	0.040000
500.00	0.433520	0.076900	1.953000	15.010000	0.000090	0.000200	0.002000	0.030000
490.00	0.456000	0.063000	1.689000	16.810000	0.000100	0.000100	0.002000	0.010000
480.00	0.475000	0.052100	1.452000	18.330000	0.000100	0.000100	0.002000	0.010000
470.00	0.491750	0.043350	1.242000	19.634000	0.000070	0.000080	0.002000	0.009000
460.00	0.507100	0.036140	1.055000	20.790000	0.000100	0.000060	0.002000	0.010000
450.00	0.521400	0.030110	0.890000	21.850000	0.000200	0.000050	0.002000	0.010000
440.00	0.534800	0.025000	0.745000	22.820000	0.000200	0.000040	0.002000	0.010000
430.00	0.547600	0.020670	0.619000	23.720000	0.000100	0.000040	0.002000	0.010000
420.00	0.559700	0.016990	0.508000	24.560000	0.000200	0.000030	0.002000	0.010000
410.00	0.571200	0.013870	0.414000	25.340000	0.000200	0.000020	0.002000	0.020000
400.00	0.582200	0.011230	0.333000	26.070000	0.000200	0.000010	0.002000	0.020000
390.00	0.592900	0.009010	0.264000	26.760000	0.000100	0.000010	0.002000	0.020000
380.00	0.603300	0.007150	0.207000	27.420000	0.000100	0.000020	0.002000	0.010000
370.00	0.613500	0.005600	0.160000	28.060000	0.000200	0.000020	0.002000	0.010000
360.00	0.623600	0.004330	0.121000	28.660000	0.000400	0.000020	0.001000	0.020000
350.00	0.633400	0.003300	0.090000	29.240000	0.000500	0.000020	0.001000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
510.00	0.431200	0.082700	2.120000	14.610000	0.000800	0.000200	0.003000	0.020000
500.00	0.453100	0.068000	1.843000	16.410000	0.000400	0.000100	0.003000	0.030000
490.00	0.471900	0.056650	1.595000	17.910000	0.000500	0.000070	0.003000	0.030000
480.00	0.489000	0.047500	1.373000	19.210000	0.000300	0.000060	0.003000	0.020000
470.00	0.504700	0.039870	1.174000	20.390000	0.000400	0.000040	0.003000	0.010000
460.00	0.519200	0.033420	0.998000	21.460000	0.000300	0.000040	0.003000	0.020000
450.00	0.532700	0.027940	0.841000	22.430000	0.000400	0.000040	0.003000	0.030000
440.00	0.545400	0.023260	0.704000	23.340000	0.000600	0.000040	0.003000	0.040000
430.00	0.557600	0.019270	0.584000	24.190000	0.000700	0.000030	0.003000	0.040000
420.00	0.569400	0.015860	0.479000	24.990000	0.000500	0.000020	0.003000	0.040000
410.00	0.580700	0.012960	0.390000	25.740000	0.000300	0.000010	0.002000	0.030000
400.00	0.591650	0.010490	0.313000	26.440000	0.000090	0.000010	0.002000	0.020000
390.00	0.602300	0.008410	0.248000	27.120000	0.000200	0.000020	0.002000	0.020000
380.00	0.612600	0.006670	0.194000	27.770000	0.000500	0.000020	0.002000	0.030000
370.00	0.622500	0.005210	0.150000	28.380000	0.000600	0.000020	0.002000	0.030000
360.00	0.632400	0.004020	0.113000	28.980000	0.000300	0.000030	0.002000	0.020000
350.00	0.641800	0.003050	0.084000	29.530000	0.000400	0.000030	0.001000	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
520.00	0.414300	0.099400	2.394000	12.800000	0.000200	0.000400	0.002000	0.030000
510.00	0.440400	0.081100	2.089000	14.870000	0.000100	0.000300	0.001000	0.020000
500.00	0.462600	0.066600	1.816000	16.670000	0.000100	0.000200	0.001000	0.020000
490.00	0.481600	0.055400	1.571000	18.180000	0.000100	0.000100	0.001000	0.010000
480.00	0.498300	0.046400	1.351000	19.470000	0.000200	0.000060	0.001000	0.010000
470.00	0.513700	0.038950	1.155800	20.620000	0.000200	0.000040	0.000900	0.020000
460.00	0.528000	0.032670	0.981900	21.670000	0.000300	0.000030	0.000900	0.020000
450.00	0.541500	0.027330	0.827900	22.630000	0.000300	0.000020	0.000800	0.020000
440.00	0.554200	0.022760	0.692600	23.520000	0.000200	0.000020	0.000800	0.020000
430.00	0.566300	0.018860	0.574300	24.360000	0.000300	0.000010	0.000700	0.020000
420.00	0.578000	0.015520	0.471600	25.140000	0.000300	0.000010	0.000700	0.020000
410.00	0.589200	0.012680	0.383400	25.880000	0.000200	0.000010	0.000700	0.020000
400.00	0.600100	0.010264	0.308100	26.580000	0.000300	0.000009	0.000700	0.020000
390.00	0.610600	0.008228	0.244500	27.240000	0.000400	0.000008	0.000700	0.030000
380.00	0.620800	0.006523	0.191400	27.880000	0.000400	0.000006	0.000700	0.030000
370.00	0.630800	0.005106	0.147600	28.480000	0.000500	0.000005	0.000700	0.030000
360.00	0.640300	0.003940	0.112000	29.050000	0.000800	0.000007	0.000700	0.040000
350.00	0.649600	0.002992	0.083400	29.600000	0.000900	0.000009	0.000600	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
500.00	0.415000	0.099000	2.290000	12.200000	0.001000	0.002000	0.010000	0.200000
490.00	0.439600	0.080000	1.989000	14.230000	0.000600	0.000700	0.009000	0.080000
480.00	0.461200	0.065200	1.722000	15.980000	0.000500	0.000300	0.008000	0.030000
470.00	0.479900	0.054000	1.483000	17.420000	0.000500	0.000200	0.008000	0.030000
460.00	0.496600	0.045000	1.271000	18.660000	0.000500	0.000200	0.007000	0.030000
450.00	0.511900	0.037600	1.082000	19.760000	0.000500	0.000100	0.007000	0.020000
440.00	0.526100	0.031380	0.915000	20.750000	0.000500	0.000080	0.006000	0.020000
430.00	0.539400	0.026110	0.767000	21.660000	0.000500	0.000060	0.006000	0.030000
420.00	0.551900	0.021620	0.638000	22.500000	0.000500	0.000050	0.005000	0.040000
410.00	0.563800	0.017810	0.526000	23.280000	0.000500	0.000040	0.005000	0.040000
400.00	0.575300	0.014570	0.430000	24.010000	0.000500	0.000040	0.005000	0.050000
390.00	0.586700	0.011830	0.347000	24.720000	0.000500	0.000030	0.005000	0.050000
380.00	0.598100	0.009520	0.276000	25.400000	0.000500	0.000040	0.004000	0.050000
370.00	0.609000	0.007570	0.217000	26.040000	0.000700	0.000040	0.004000	0.050000
360.00	0.619400	0.005960	0.168000	26.640000	0.000700	0.000050	0.004000	0.060000
350.00	0.629400	0.004620	0.128000	27.200000	0.000900	0.000060	0.003000	0.060000
340.00	0.639000	0.003520	0.096000	27.740000	0.001000	0.000060	0.003000	0.080000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
520.00	0.419500	0.097100	2.381000	12.990000	0.000400	0.000300	0.004000	0.030000
510.00	0.444600	0.079600	2.082000	14.960000	0.000300	0.000300	0.003000	0.020000
500.00	0.466200	0.065800	1.812000	16.680000	0.000400	0.000200	0.003000	0.020000
490.00	0.484800	0.055000	1.571000	18.120000	0.000300	0.000100	0.002000	0.020000
480.00	0.501400	0.046260	1.354000	19.370000	0.000200	0.000080	0.002000	0.010000
470.00	0.516400	0.038950	1.160000	20.477000	0.000100	0.000050	0.002000	0.005000
460.00	0.530400	0.032760	0.987000	21.480000	0.000200	0.000030	0.002000	0.010000
450.00	0.543600	0.027460	0.834000	22.410000	0.000300	0.000040	0.002000	0.020000
440.00	0.555900	0.022930	0.699000	23.270000	0.000300	0.000030	0.002000	0.020000
430.00	0.567700	0.019050	0.581000	24.060000	0.000200	0.000030	0.001000	0.020000
420.00	0.579100	0.015730	0.478000	24.820000	0.000300	0.000020	0.001000	0.010000
410.00	0.590100	0.012890	0.390000	25.530000	0.000300	0.000020	0.001000	0.010000
400.00	0.600800	0.010470	0.314000	26.200000	0.000200	0.000020	0.001000	0.020000
390.00	0.611200	0.008430	0.250000	26.850000	0.000300	0.000020	0.001000	0.030000
380.00	0.621300	0.006710	0.197000	27.460000	0.000400	0.000020	0.001000	0.030000
370.00	0.631100	0.005270	0.152200	28.040000	0.000600	0.000020	0.000900	0.030000
360.00	0.640500	0.004080	0.115900	28.590000	0.000600	0.000020	0.000700	0.030000
350.00	0.649700	0.003110	0.086700	29.120000	0.000400	0.000020	0.000600	0.030000
340.00	0.659100	0.002330	0.063700	29.650000	0.000200	0.000010	0.000500	0.010000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
500.00	0.429200	0.083100	2.065000	14.140000	0.000500	0.000500	0.007000	0.040000
490.00	0.452000	0.067800	1.790000	15.990000	0.000300	0.000300	0.006000	0.030000
480.00	0.471500	0.056100	1.545000	17.540000	0.000200	0.000200	0.005000	0.020000
470.00	0.488700	0.046730	1.326000	18.860000	0.000200	0.000090	0.005000	0.020000
460.00	0.504200	0.039060	1.130000	20.020000	0.000400	0.000060	0.004000	0.020000
450.00	0.518700	0.032640	0.957000	21.080000	0.000400	0.000050	0.004000	0.020000
440.00	0.532300	0.027190	0.804000	22.040000	0.000300	0.000040	0.004000	0.020000
430.00	0.545100	0.022560	0.670000	22.930000	0.000200	0.000030	0.004000	0.020000
420.00	0.557300	0.018610	0.553000	23.760000	0.000200	0.000020	0.004000	0.030000
410.00	0.569100	0.015250	0.452000	24.540000	0.000100	0.000030	0.004000	0.030000
400.00	0.580510	0.012400	0.366000	25.280000	0.000090	0.000030	0.003000	0.020000
390.00	0.591600	0.009980	0.292000	25.980000	0.000200	0.000030	0.003000	0.020000
380.00	0.602200	0.007960	0.230000	26.640000	0.000200	0.000040	0.003000	0.020000
370.00	0.612300	0.006260	0.179000	27.260000	0.000400	0.000040	0.003000	0.030000
360.00	0.622200	0.004860	0.137000	27.850000	0.000500	0.000040	0.002000	0.030000
350.00	0.631800	0.003720	0.103000	28.420000	0.000500	0.000040	0.002000	0.030000
340.00	0.641000	0.002800	0.076000	28.950000	0.000400	0.000040	0.001000	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
510.00	0.435000	0.091200	2.273000	13.440000	0.001000	0.000300	0.006000	0.060000
500.00	0.459000	0.075100	1.985000	15.230000	0.001000	0.000300	0.006000	0.070000
490.00	0.479000	0.062500	1.726000	16.770000	0.001000	0.000200	0.005000	0.060000
480.00	0.496100	0.052400	1.494000	18.070000	0.000600	0.000200	0.005000	0.040000
470.00	0.511900	0.044100	1.285000	19.210000	0.000300	0.000100	0.005000	0.030000
460.00	0.526500	0.037210	1.099000	20.230000	0.000300	0.000080	0.005000	0.020000
450.00	0.540100	0.031310	0.933000	21.160000	0.000300	0.000060	0.005000	0.020000
440.00	0.553000	0.026260	0.787000	22.020000	0.000400	0.000050	0.005000	0.020000
430.00	0.565400	0.021920	0.658000	22.830000	0.000400	0.000040	0.005000	0.030000
420.00	0.577300	0.018190	0.545000	23.590000	0.000500	0.000040	0.004000	0.030000
410.00	0.588700	0.014990	0.447000	24.290000	0.000400	0.000040	0.004000	0.030000
400.00	0.599700	0.012250	0.363000	24.960000	0.000400	0.000050	0.004000	0.030000
390.00	0.610200	0.009920	0.291000	25.590000	0.000300	0.000050	0.003000	0.030000
380.00	0.620100	0.007950	0.230000	26.170000	0.000300	0.000060	0.003000	0.030000
370.00	0.629900	0.006300	0.180000	26.730000	0.000400	0.000050	0.003000	0.030000
360.00	0.639700	0.004920	0.138000	27.290000	0.000400	0.000050	0.002000	0.020000
350.00	0.649300	0.003780	0.104000	27.820000	0.000600	0.000050	0.002000	0.030000
340.00	0.659000	0.002860	0.077000	28.330000	0.001000	0.000040	0.001000	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
510.00	0.441500	0.088000	2.273000	13.820000	0.000600	0.000500	0.006000	0.060000
500.00	0.464100	0.073100	1.990000	15.500000	0.000800	0.000300	0.006000	0.060000
490.00	0.483300	0.061500	1.735000	16.900000	0.000700	0.000300	0.005000	0.050000
480.00	0.500000	0.052000	1.505000	18.090000	0.000500	0.000200	0.005000	0.030000
470.00	0.515200	0.044100	1.298000	19.160000	0.000500	0.000200	0.004000	0.030000
460.00	0.529300	0.037300	1.112000	20.130000	0.000500	0.000100	0.003000	0.030000
450.00	0.542800	0.031500	0.947000	21.030000	0.000500	0.000100	0.003000	0.040000
440.00	0.555900	0.026500	0.800000	21.870000	0.000400	0.000100	0.003000	0.040000
430.00	0.568300	0.022200	0.670000	22.660000	0.000300	0.000080	0.003000	0.030000
420.00	0.579900	0.018460	0.556000	23.400000	0.000300	0.000060	0.003000	0.020000
410.00	0.590900	0.015250	0.458000	24.080000	0.000400	0.000050	0.003000	0.020000
400.00	0.601600	0.012500	0.372000	24.720000	0.000600	0.000040	0.003000	0.020000
390.00	0.612100	0.010160	0.300000	25.340000	0.000700	0.000030	0.003000	0.030000
380.00	0.622500	0.008180	0.238000	25.930000	0.000800	0.000030	0.003000	0.040000
370.00	0.632600	0.006500	0.187000	26.500000	0.000900	0.000030	0.002000	0.050000
360.00	0.642200	0.005100	0.144000	27.030000	0.000700	0.000030	0.002000	0.030000
350.00	0.651500	0.003950	0.109000	27.530000	0.000700	0.000030	0.002000	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.403800	0.095500	2.083000	13.810000	0.000200	0.000500	0.003000	0.040000
530.00	0.429200	0.078300	1.816000	15.970000	0.000400	0.000300	0.002000	0.030000
520.00	0.451500	0.064200	1.577000	17.940000	0.000400	0.000100	0.002000	0.020000
510.00	0.470800	0.053190	1.364000	19.620000	0.000300	0.000070	0.002000	0.010000
500.00	0.487800	0.044390	1.173000	21.080000	0.000300	0.000030	0.001000	0.010000
490.00	0.503300	0.037160	1.003000	22.360000	0.000300	0.000020	0.001000	0.010000
480.00	0.517600	0.031100	0.852000	23.530000	0.000300	0.000020	0.001000	0.020000
470.00	0.531000	0.025970	0.718000	24.600000	0.000300	0.000020	0.001000	0.020000
460.00	0.543800	0.021610	0.601200	25.590000	0.000300	0.000020	0.000900	0.020000
450.00	0.555800	0.017890	0.498900	26.510000	0.000200	0.000010	0.000800	0.020000
440.00	0.567400	0.014721	0.410200	27.380000	0.000200	0.000009	0.000800	0.010000
430.00	0.578500	0.012028	0.333900	28.200000	0.000300	0.000007	0.000800	0.020000
420.00	0.589300	0.009746	0.268800	28.980000	0.000300	0.000006	0.000700	0.020000
410.00	0.599700	0.007822	0.213900	29.730000	0.000200	0.000006	0.000700	0.010000
400.00	0.609800	0.006210	0.167900	30.430000	0.000300	0.000007	0.000600	0.010000
390.00	0.619500	0.004872	0.130000	31.100000	0.000300	0.000008	0.000600	0.020000
380.00	0.628900	0.003770	0.099100	31.740000	0.000300	0.000009	0.000500	0.020000
370.00	0.638200	0.002874	0.074300	32.360000	0.000300	0.000009	0.000500	0.020000
360.00	0.647500	0.002155	0.054600	32.970000	0.000400	0.000009	0.000400	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.420000	0.088500	2.004000	14.860000	0.001000	0.000200	0.005000	0.060000
530.00	0.444100	0.072500	1.748000	16.960000	0.000800	0.000100	0.004000	0.040000
520.00	0.464800	0.059800	1.518000	18.790000	0.000600	0.000100	0.003000	0.020000
510.00	0.482900	0.049900	1.313000	20.350000	0.000500	0.000100	0.003000	0.010000
500.00	0.499000	0.041860	1.129000	21.700000	0.000400	0.000090	0.002000	0.010000
490.00	0.513900	0.035160	0.965000	22.920000	0.000300	0.000060	0.002000	0.020000
480.00	0.527700	0.029490	0.820000	24.020000	0.000300	0.000050	0.002000	0.020000
470.00	0.540800	0.024670	0.691000	25.050000	0.000300	0.000040	0.001000	0.020000
460.00	0.553100	0.020550	0.578000	26.000000	0.000200	0.000040	0.001000	0.020000
450.00	0.564800	0.017030	0.480000	26.890000	0.000100	0.000030	0.001000	0.020000
440.00	0.576100	0.014020	0.394000	27.730000	0.000200	0.000030	0.001000	0.010000
430.00	0.587100	0.011460	0.321000	28.530000	0.000200	0.000020	0.001000	0.010000
420.00	0.597800	0.009280	0.258000	29.290000	0.000200	0.000010	0.001000	0.020000
410.00	0.608200	0.007451	0.205000	30.020000	0.000300	0.000009	0.001000	0.030000
400.00	0.618100	0.005920	0.161000	30.700000	0.000300	0.000010	0.000900	0.030000
390.00	0.627700	0.004640	0.124600	31.360000	0.000300	0.000010	0.000800	0.020000
380.00	0.637300	0.003590	0.094900	32.000000	0.000400	0.000010	0.000700	0.020000
370.00	0.646600	0.002740	0.071100	32.620000	0.000500	0.000010	0.000600	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.422000	0.088900	2.018000	15.000000	0.001000	0.000800	0.004000	0.100000
530.00	0.445600	0.072900	1.759000	17.030000	0.000800	0.000500	0.003000	0.070000
520.00	0.466100	0.060200	1.527000	18.850000	0.000600	0.000300	0.002000	0.050000
510.00	0.484100	0.050200	1.319000	20.410000	0.000600	0.000200	0.002000	0.030000
500.00	0.500200	0.042100	1.134000	21.770000	0.000500	0.000100	0.001000	0.020000
490.00	0.515000	0.035290	0.968900	22.990000	0.000400	0.000080	0.000800	0.020000
480.00	0.528700	0.029580	0.822400	24.110000	0.000400	0.000060	0.000500	0.010000
470.00	0.541700	0.024720	0.693000	25.130000	0.000300	0.000040	0.000200	0.010000
460.00	0.554000	0.020580	0.579510	26.089000	0.000300	0.000030	0.000040	0.009000
450.00	0.565800	0.017040	0.480500	26.985000	0.000200	0.000030	0.000200	0.007000
440.00	0.577100	0.014020	0.394700	27.830000	0.000200	0.000020	0.000300	0.004000
430.00	0.588000	0.011460	0.321000	28.630000	0.000300	0.000010	0.000400	0.010000
420.00	0.598500	0.009280	0.258200	29.390000	0.000500	0.000006	0.000400	0.030000
410.00	0.608600	0.007447	0.205200	30.100000	0.000600	0.000002	0.000500	0.040000
400.00	0.618400	0.005912	0.161000	30.780000	0.000600	0.000005	0.000500	0.030000
