TTT (K)	𝝆𝑳	𝝆𝑽	𝑷	∆𝑯𝑽	ρL+/-	ρV+/-	P+/-	Hvap+/-
530.00	0.442600	0.065100	1.604000	18.850000	0.000300	0.000300	0.004000	0.040000
520.00	0.462500	0.053300	1.380000	20.820000	0.000200	0.000200	0.003000	0.030000
510.00	0.479900	0.044000	1.181000	22.500000	0.000100	0.000200	0.003000	0.030000
500.00	0.495700	0.036600	1.005000	23.960000	0.000080	0.000100	0.002000	0.020000
490.00	0.510220	0.030390	0.849000	25.280000	0.000080	0.000090	0.002000	0.010000
480.00	0.523800	0.025210	0.712000	26.491000	0.000200	0.000070	0.002000	0.008000
470.00	0.536700	0.020830	0.593000	27.620000	0.000300	0.000050	0.001000	0.020000
460.00	0.548900	0.017120	0.489000	28.670000	0.000300	0.000040	0.001000	0.020000
450.00	0.560500	0.013990	0.399600	29.660000	0.000200	0.000030	0.000900	0.020000
440.00	0.571500	0.011340	0.323100	30.580000	0.000400	0.000020	0.000900	0.030000
430.00	0.582100	0.009120	0.258400	31.460000	0.000500	0.000010	0.000800	0.030000
420.00	0.592500	0.007260	0.204100	32.300000	0.000400	0.000010	0.000800	0.030000
410.00	0.602600	0.005720	0.159000	33.110000	0.000400	0.000010	0.000700	0.030000
400.00	0.612100	0.004450	0.122100	33.870000	0.000700	0.000010	0.000600	0.050000
390.00	0.621000	0.003410	0.092300	34.590000	0.001000	0.000010	0.000500	0.070000
380.00	0.631000	0.002580	0.068500	35.320000	0.001000	0.000010	0.000300	0.070000
370.00	0.640700	0.001910	0.049900	36.080000	0.000500	0.000010	0.000200	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.426300	0.080300	1.872000	16.750000	0.000400	0.000400	0.004000	0.060000
530.00	0.449400	0.065100	1.618000	19.010000	0.000300	0.000300	0.003000	0.040000
520.00	0.469200	0.053400	1.393000	20.930000	0.000300	0.000200	0.002000	0.030000
510.00	0.486500	0.044200	1.193000	22.560000	0.000300	0.000100	0.002000	0.020000
500.00	0.502200	0.036790	1.016000	24.000000	0.000300	0.000090	0.001000	0.020000
490.00	0.516600	0.030610	0.859000	25.290000	0.000300	0.000070	0.001000	0.020000
480.00	0.530000	0.025410	0.721400	26.480000	0.000300	0.000050	0.000800	0.020000
470.00	0.542700	0.021020	0.601000	27.580000	0.000300	0.000040	0.000700	0.020000
460.00	0.554800	0.017300	0.496300	28.620000	0.000300	0.000030	0.000600	0.020000
450.00	0.566300	0.014150	0.406100	29.590000	0.000200	0.000020	0.000500	0.010000
440.00	0.577500	0.011490	0.328900	30.520000	0.000300	0.000020	0.000500	0.020000
430.00	0.588400	0.009250	0.263400	31.410000	0.000200	0.000010	0.000400	0.010000
420.00	0.599000	0.007380	0.208300	32.260000	0.000200	0.000010	0.000400	0.020000
410.00	0.609100	0.005820	0.162600	33.060000	0.000300	0.000008	0.000300	0.030000
400.00	0.618700	0.004536	0.125000	33.810000	0.000400	0.000006	0.000300	0.040000
390.00	0.627900	0.003487	0.094600	34.530000	0.000400	0.000006	0.000200	0.030000
380.00	0.637100	0.002639	0.070400	35.240000	0.000500	0.000005	0.000200	0.040000
370.00	0.646000	0.001963	0.051300	35.900000	0.001000	0.000004	0.000200	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.408000	0.091100	1.983000	14.570000	0.001000	0.000900	0.006000	0.060000
520.00	0.432000	0.073600	1.716000	16.840000	0.001000	0.000500	0.004000	0.050000
510.00	0.453400	0.059900	1.479000	18.850000	0.000900	0.000300	0.002000	0.040000
500.00	0.471900	0.049400	1.268000	20.550000	0.000800	0.000200	0.001000	0.050000
490.00	0.488500	0.040900	1.081000	22.030000	0.000700	0.000100	0.001000	0.050000
480.00	0.503800	0.034000	0.915900	23.350000	0.000600	0.000100	0.000900	0.040000
470.00	0.518000	0.028200	0.770200	24.560000	0.000500	0.000100	0.000600	0.040000
460.00	0.531100	0.023340	0.642500	25.650000	0.000700	0.000080	0.000300	0.050000
450.00	0.543200	0.019210	0.531500	26.650000	0.000600	0.000050	0.000300	0.040000
440.00	0.554700	0.015730	0.435500	27.590000	0.000300	0.000030	0.000400	0.030000
430.00	0.565900	0.012790	0.353300	28.480000	0.000600	0.000020	0.000500	0.040000
420.00	0.576800	0.010310	0.283400	29.330000	0.000700	0.000020	0.000500	0.050000
410.00	0.587200	0.008240	0.224500	30.130000	0.000800	0.000010	0.000500	0.060000
400.00	0.597000	0.006510	0.175500	30.890000	0.001000	0.000010	0.000400	0.070000
390.00	0.607000	0.005080	0.135200	31.640000	0.001000	0.000010	0.000400	0.080000
380.00	0.617700	0.003910	0.102400	32.400000	0.000900	0.000010	0.000400	0.080000
370.00	0.628200	0.002960	0.076200	33.150000	0.000800	0.000010	0.000400	0.070000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.422200	0.084600	1.947000	15.970000	0.000500	0.000600	0.003000	0.060000
530.00	0.445900	0.068700	1.688000	18.220000	0.000300	0.000400	0.002000	0.030000
520.00	0.466300	0.056400	1.457000	20.150000	0.000400	0.000200	0.001000	0.010000
510.00	0.484000	0.046810	1.252000	21.800000	0.000500	0.000080	0.001000	0.020000
500.00	0.499900	0.039010	1.069000	23.230000	0.000500	0.000040	0.001000	0.020000
490.00	0.514500	0.032540	0.907000	24.510000	0.000400	0.000030	0.001000	0.020000
480.00	0.528000	0.027100	0.764000	25.690000	0.000400	0.000030	0.001000	0.030000
470.00	0.540800	0.022490	0.639000	26.780000	0.000500	0.000020	0.001000	0.030000
460.00	0.553100	0.018580	0.530000	27.800000	0.000400	0.000020	0.001000	0.030000
450.00	0.564900	0.015260	0.435000	28.770000	0.000300	0.000010	0.001000	0.020000
440.00	0.576300	0.012440	0.354000	29.690000	0.000400	0.000010	0.001000	0.030000
430.00	0.587100	0.010060	0.284700	30.550000	0.000400	0.000020	0.000900	0.030000
420.00	0.597600	0.008060	0.226300	31.370000	0.000300	0.000010	0.000900	0.020000
410.00	0.607600	0.006390	0.177500	32.150000	0.000400	0.000010	0.000800	0.030000
400.00	0.617200	0.005000	0.137300	32.890000	0.000400	0.000010	0.000700	0.030000
390.00	0.626700	0.003870	0.104600	33.610000	0.000500	0.000010	0.000600	0.040000
380.00	0.636300	0.002940	0.078300	34.330000	0.000600	0.000010	0.000500	0.040000
370.00	0.646400	0.002200	0.057500	35.070000	0.000400	0.000010	0.000400	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.403000	0.096400	2.086000	14.300000	0.002000	0.000300	0.004000	0.100000
530.00	0.428000	0.077700	1.809000	16.700000	0.001000	0.000300	0.004000	0.100000
520.00	0.451000	0.063100	1.562000	18.850000	0.001000	0.000200	0.003000	0.070000
510.00	0.470100	0.051900	1.343000	20.670000	0.000600	0.000200	0.003000	0.040000
500.00	0.487100	0.043000	1.148000	22.230000	0.000500	0.000100	0.002000	0.030000
490.00	0.502500	0.035760	0.975000	23.600000	0.000300	0.000090	0.002000	0.020000
480.00	0.516700	0.029730	0.823000	24.840000	0.000200	0.000060	0.001000	0.010000
470.00	0.530000	0.024650	0.689000	25.980000	0.000300	0.000040	0.001000	0.010000
460.00	0.542600	0.020360	0.572200	27.050000	0.000300	0.000020	0.000900	0.020000
450.00	0.554600	0.016720	0.470900	28.050000	0.000400	0.000010	0.000800	0.020000
440.00	0.566300	0.013640	0.383700	28.990000	0.000300	0.000010	0.000700	0.020000
430.00	0.577500	0.011040	0.309200	29.890000	0.000100	0.000010	0.000600	0.010000
420.00	0.588200	0.008860	0.246300	30.730000	0.000300	0.000010	0.000600	0.020000
410.00	0.598400	0.007030	0.193700	31.530000	0.000700	0.000010	0.000600	0.040000
400.00	0.608300	0.005520	0.150200	32.280000	0.000800	0.000010	0.000600	0.040000
390.00	0.617700	0.004270	0.114700	33.000000	0.000900	0.000010	0.000600	0.050000
380.00	0.627000	0.003260	0.086200	33.700000	0.001000	0.000010	0.000500	0.060000
370.00	0.636000	0.002450	0.063500	34.380000	0.001000	0.000010	0.000500	0.080000
360.00	0.645000	0.001810	0.045900	35.050000	0.001000	0.000010	0.000400	0.080000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.398000	0.085800	1.945000	15.140000	0.000800	0.000200	0.004000	0.040000
520.00	0.426700	0.071000	1.684000	17.320000	0.000300	0.000200	0.003000	0.010000
510.00	0.449800	0.058400	1.448000	19.270000	0.000300	0.000200	0.003000	0.010000
500.00	0.468800	0.048200	1.239000	20.980000	0.000300	0.000100	0.002000	0.020000
490.00	0.485400	0.039850	1.054000	22.470000	0.000300	0.000060	0.002000	0.020000
480.00	0.500600	0.033020	0.890000	23.820000	0.000300	0.000040	0.002000	0.020000
470.00	0.514700	0.027330	0.746000	25.040000	0.000200	0.000030	0.002000	0.020000
460.00	0.528000	0.022540	0.620000	26.180000	0.000100	0.000030	0.001000	0.010000
450.00	0.540700	0.018510	0.511000	27.240000	0.000100	0.000030	0.001000	0.010000
440.00	0.552800	0.015100	0.417000	28.230000	0.000100	0.000030	0.001000	0.010000
430.00	0.564300	0.012220	0.336000	29.160000	0.000200	0.000020	0.001000	0.020000
420.00	0.575100	0.009810	0.268100	30.030000	0.000300	0.000020	0.000900	0.020000
410.00	0.585600	0.007790	0.211000	30.850000	0.000400	0.000020	0.000800	0.030000
400.00	0.596100	0.006110	0.163700	31.660000	0.000400	0.000020	0.000700	0.030000
390.00	0.606300	0.004730	0.125100	32.440000	0.000500	0.000020	0.000600	0.030000
380.00	0.616100	0.003610	0.093900	33.180000	0.000600	0.000010	0.000500	0.040000
370.00	0.625400	0.002710	0.069200	33.870000	0.000600	0.000010	0.000500	0.040000
360.00	0.635000	0.002000	0.050000	34.540000	0.001000	0.000010	0.000400	0.070000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.403000	0.101800	2.231000	13.800000	0.002000	0.000900	0.005000	0.100000
540.00	0.429000	0.083400	1.947000	16.100000	0.002000	0.000700	0.004000	0.100000
530.00	0.453000	0.068200	1.691000	18.200000	0.001000	0.000500	0.004000	0.100000
520.00	0.473000	0.056300	1.463000	20.090000	0.001000	0.000300	0.003000	0.080000
510.00	0.490600	0.046900	1.258000	21.660000	0.000600	0.000200	0.003000	0.050000
500.00	0.506200	0.039200	1.077000	23.030000	0.000400	0.000100	0.002000	0.030000
490.00	0.520500	0.032800	0.916000	24.260000	0.000400	0.000100	0.002000	0.030000
480.00	0.533700	0.027380	0.773000	25.380000	0.000400	0.000090	0.002000	0.030000
470.00	0.546200	0.022790	0.648000	26.420000	0.000200	0.000070	0.002000	0.030000
460.00	0.558000	0.018890	0.539000	27.380000	0.000400	0.000050	0.002000	0.040000
450.00	0.569300	0.015560	0.444000	28.290000	0.000700	0.000040	0.001000	0.050000
440.00	0.580200	0.012740	0.362000	29.150000	0.000700	0.000030	0.001000	0.060000
430.00	0.590900	0.010340	0.292000	29.980000	0.000500	0.000020	0.001000	0.050000
420.00	0.601300	0.008320	0.233000	30.770000	0.000500	0.000020	0.001000	0.060000
410.00	0.611400	0.006620	0.184000	31.530000	0.000800	0.000020	0.000900	0.070000
400.00	0.621000	0.005210	0.143000	32.240000	0.000900	0.000020	0.000800	0.070000
390.00	0.630200	0.004050	0.109600	32.910000	0.000800	0.000010	0.000700	0.070000
380.00	0.639600	0.003100	0.082600	33.590000	0.000500	0.000010	0.000600	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.421600	0.097000	2.106100	14.600000	0.000500	0.001000	0.000900	0.200000
540.00	0.443200	0.076800	1.830000	17.200000	0.000500	0.000500	0.002000	0.100000
530.00	0.463300	0.062000	1.585000	19.430000	0.000600	0.000200	0.002000	0.060000
520.00	0.481300	0.051200	1.368000	21.200000	0.000500	0.000100	0.002000	0.040000
510.00	0.497500	0.042780	1.175000	22.690000	0.000400	0.000070	0.002000	0.030000
500.00	0.512300	0.035820	1.003000	24.000000	0.000400	0.000050	0.002000	0.030000
490.00	0.526000	0.029980	0.851000	25.200000	0.000400	0.000040	0.002000	0.030000
480.00	0.539000	0.025020	0.717000	26.300000	0.000400	0.000030	0.002000	0.030000
470.00	0.551400	0.020810	0.599000	27.340000	0.000400	0.000030	0.002000	0.020000
460.00	0.563300	0.017210	0.496000	28.320000	0.000400	0.000030	0.002000	0.020000
450.00	0.574700	0.014140	0.407000	29.240000	0.000400	0.000030	0.002000	0.020000
440.00	0.585500	0.011540	0.331000	30.100000	0.000300	0.000030	0.002000	0.020000
430.00	0.595700	0.009330	0.266000	30.910000	0.000300	0.000030	0.002000	0.020000
420.00	0.605600	0.007480	0.211000	31.670000	0.000400	0.000030	0.001000	0.030000
410.00	0.615100	0.005930	0.166000	32.400000	0.000500	0.000030	0.001000	0.040000
400.00	0.624400	0.004650	0.128000	33.110000	0.000500	0.000020	0.001000	0.040000
390.00	0.633800	0.003590	0.097500	33.800000	0.000500	0.000020	0.000900	0.050000
380.00	0.643200	0.002740	0.072900	34.490000	0.000600	0.000020	0.000800	0.050000
370.00	0.652400	0.002050	0.053500	35.150000	0.000500	0.000010	0.000700	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.432600	0.082600	1.938000	16.410000	0.000800	0.000400	0.007000	0.040000
530.00	0.455100	0.067300	1.681000	18.570000	0.000500	0.000300	0.005000	0.030000
520.00	0.474700	0.055500	1.453000	20.410000	0.000500	0.000200	0.004000	0.020000
510.00	0.491800	0.046200	1.249000	21.980000	0.000500	0.000200	0.004000	0.020000
500.00	0.507300	0.038600	1.067000	23.350000	0.000500	0.000100	0.003000	0.020000
490.00	0.521500	0.032300	0.906000	24.590000	0.000500	0.000100	0.002000	0.020000
480.00	0.534900	0.026960	0.764000	25.730000	0.000500	0.000090	0.002000	0.020000
470.00	0.547600	0.022420	0.639000	26.790000	0.000700	0.000070	0.001000	0.030000
460.00	0.559800	0.018550	0.530000	27.790000	0.000800	0.000050	0.001000	0.050000
450.00	0.571500	0.015260	0.435900	28.740000	0.000900	0.000030	0.000900	0.050000
440.00	0.582800	0.012460	0.354700	29.630000	0.000900	0.000020	0.000900	0.050000
430.00	0.593500	0.010090	0.285500	30.470000	0.000800	0.000020	0.000900	0.040000
420.00	0.603700	0.008090	0.227100	31.260000	0.000600	0.000020	0.000900	0.030000
410.00	0.613500	0.006420	0.178300	32.010000	0.000800	0.000020	0.000800	0.040000
400.00	0.624000	0.005040	0.138100	32.760000	0.001000	0.000020	0.000700	0.060000
390.00	0.633000	0.003900	0.105200	33.480000	0.001000	0.000020	0.000600	0.060000
380.00	0.642600	0.002970	0.078900	34.160000	0.000800	0.000020	0.000500	0.050000
370.00	0.651500	0.002230	0.058000	34.820000	0.000700	0.000010	0.000400	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.427000	0.093600	2.233000	15.400000	0.001000	0.000900	0.006000	0.100000
550.00	0.452000	0.077200	1.958000	17.620000	0.000800	0.000400	0.005000	0.070000
540.00	0.472700	0.064500	1.710000	19.450000	0.000600	0.000200	0.005000	0.050000
530.00	0.490500	0.054300	1.487000	21.010000	0.000700	0.000100	0.005000	0.040000
520.00	0.506100	0.045910	1.286000	22.370000	0.000600	0.000090	0.004000	0.040000
510.00	0.520200	0.038830	1.106000	23.590000	0.000600	0.000070	0.004000	0.040000
500.00	0.533600	0.032800	0.946000	24.720000	0.000600	0.000050	0.004000	0.040000
490.00	0.546500	0.027630	0.803000	25.780000	0.000700	0.000030	0.004000	0.050000
480.00	0.558700	0.023180	0.677000	26.780000	0.000700	0.000030	0.004000	0.050000
470.00	0.570200	0.019360	0.567000	27.700000	0.000500	0.000030	0.004000	0.050000
460.00	0.581100	0.016070	0.470000	28.560000	0.000300	0.000020	0.004000	0.050000
450.00	0.591870	0.013260	0.386000	29.400000	0.000090	0.000020	0.004000	0.040000
440.00	0.602300	0.010860	0.315000	30.190000	0.000400	0.000010	0.004000	0.030000
430.00	0.612100	0.008810	0.253000	30.930000	0.000700	0.000020	0.004000	0.040000
420.00	0.621700	0.007090	0.202000	31.650000	0.000400	0.000030	0.003000	0.050000
410.00	0.631300	0.005640	0.158000	32.350000	0.000700	0.000040	0.003000	0.080000
400.00	0.641000	0.004430	0.123000	33.000000	0.001000	0.000040	0.003000	0.100000
390.00	0.649500	0.003440	0.094000	33.650000	0.000900	0.000040	0.002000	0.090000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.420000	0.096000	2.205000	14.700000	0.003000	0.002000	0.008000	0.200000
540.00	0.445000	0.078400	1.931000	16.900000	0.001000	0.000800	0.005000	0.100000
530.00	0.466400	0.065100	1.683000	18.760000	0.000500	0.000400	0.004000	0.050000
520.00	0.484600	0.054600	1.461000	20.340000	0.000700	0.000300	0.003000	0.060000
510.00	0.501000	0.046000	1.261000	21.720000	0.001000	0.000200	0.003000	0.070000
500.00	0.515000	0.038800	1.082000	22.950000	0.001000	0.000100	0.003000	0.070000
490.00	0.528900	0.032690	0.923000	24.070000	0.000900	0.000090	0.002000	0.050000
480.00	0.541700	0.027480	0.782000	25.110000	0.000700	0.000060	0.002000	0.040000
470.00	0.553900	0.023020	0.658000	26.080000	0.000800	0.000050	0.002000	0.050000
460.00	0.565500	0.019180	0.549000	26.990000	0.000600	0.000040	0.002000	0.050000
450.00	0.576800	0.015880	0.454000	27.860000	0.000500	0.000040	0.002000	0.040000
440.00	0.588000	0.013050	0.372000	28.710000	0.000800	0.000030	0.002000	0.050000
430.00	0.599000	0.010640	0.301000	29.520000	0.001000	0.000030	0.002000	0.070000
420.00	0.609600	0.008590	0.241000	30.290000	0.000900	0.000020	0.002000	0.060000
410.00	0.619600	0.006870	0.191000	31.020000	0.000500	0.000020	0.001000	0.040000
400.00	0.629000	0.005430	0.149000	31.700000	0.001000	0.000020	0.001000	0.100000
390.00	0.638000	0.004240	0.114000	32.400000	0.002000	0.000020	0.001000	0.100000
380.00	0.648000	0.003260	0.086500	33.000000	0.002000	0.000020	0.000800	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.402400	0.098000	2.120000	13.700000	0.000800	0.002000	0.009000	0.200000
520.00	0.429200	0.079100	1.844000	16.000000	0.000800	0.000800	0.008000	0.100000
510.00	0.451000	0.064900	1.597000	17.900000	0.001000	0.000400	0.007000	0.060000
500.00	0.469000	0.053900	1.377000	19.510000	0.001000	0.000400	0.005000	0.070000
490.00	0.485000	0.044900	1.181000	20.920000	0.001000	0.000300	0.004000	0.060000
480.00	0.500500	0.037600	1.007000	22.190000	0.000800	0.000300	0.003000	0.030000
470.00	0.514400	0.031400	0.852000	23.340000	0.000300	0.000200	0.003000	0.030000
460.00	0.527400	0.026100	0.716000	24.400000	0.000400	0.000100	0.003000	0.040000
450.00	0.539900	0.021660	0.596000	25.400000	0.000600	0.000090	0.003000	0.050000
440.00	0.551800	0.017860	0.492000	26.330000	0.000900	0.000060	0.003000	0.060000
430.00	0.563000	0.014630	0.403000	27.210000	0.001000	0.000050	0.003000	0.080000
420.00	0.575000	0.011890	0.326000	28.070000	0.001000	0.000040	0.003000	0.080000
410.00	0.585000	0.009570	0.260000	28.800000	0.002000	0.000050	0.003000	0.100000
400.00	0.595000	0.007630	0.205000	29.540000	0.002000	0.000050	0.003000	0.090000
390.00	0.604000	0.006010	0.160000	30.230000	0.001000	0.000060	0.002000	0.060000
380.00	0.614300	0.004680	0.123000	30.930000	0.000800	0.000050	0.002000	0.060000
370.00	0.623000	0.003590	0.093000	31.600000	0.002000	0.000050	0.002000	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.425000	0.097100	2.300000	14.940000	0.003000	0.000700	0.005000	0.070000
550.00	0.452000	0.080400	2.020000	17.130000	0.001000	0.000300	0.006000	0.060000
540.00	0.472500	0.067200	1.767000	18.950000	0.000500	0.000200	0.006000	0.040000
530.00	0.490100	0.056600	1.539000	20.490000	0.000500	0.000100	0.005000	0.030000
520.00	0.506000	0.047900	1.333000	21.850000	0.000400	0.000100	0.005000	0.020000
510.00	0.520600	0.040600	1.149000	23.083000	0.000300	0.000100	0.004000	0.009000
500.00	0.534100	0.034300	0.985000	24.210000	0.000200	0.000100	0.004000	0.020000
490.00	0.546700	0.028950	0.838000	25.240000	0.000300	0.000080	0.003000	0.030000
480.00	0.558600	0.024350	0.709000	26.200000	0.000200	0.000060	0.003000	0.020000
470.00	0.570100	0.020390	0.594000	27.110000	0.000400	0.000040	0.003000	0.040000
460.00	0.581400	0.016980	0.495000	27.990000	0.000500	0.000020	0.003000	0.040000
450.00	0.592600	0.014050	0.408000	28.830000	0.000500	0.000020	0.003000	0.030000
440.00	0.603100	0.011540	0.333000	29.620000	0.000700	0.000010	0.002000	0.040000
430.00	0.612900	0.009390	0.269000	30.350000	0.000900	0.000010	0.002000	0.060000
420.00	0.622100	0.007570	0.215000	31.020000	0.000800	0.000010	0.002000	0.060000
410.00	0.631400	0.006040	0.169000	31.700000	0.000600	0.000020	0.002000	0.060000
400.00	0.641100	0.004770	0.132000	32.380000	0.000200	0.000020	0.002000	0.030000
390.00	0.650900	0.003710	0.101000	33.060000	0.000900	0.000030	0.002000	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.415000	0.097400	2.195000	14.490000	0.002000	0.000400	0.005000	0.070000
540.00	0.441000	0.079800	1.916000	16.760000	0.001000	0.000300	0.004000	0.070000
530.00	0.463000	0.065600	1.666000	18.780000	0.001000	0.000200	0.003000	0.060000
520.00	0.482000	0.054500	1.442000	20.500000	0.001000	0.000100	0.002000	0.060000
510.00	0.498500	0.045500	1.241000	21.980000	0.000800	0.000100	0.002000	0.050000
500.00	0.513500	0.038210	1.063000	23.280000	0.000600	0.000080	0.002000	0.030000
490.00	0.527400	0.032060	0.904000	24.460000	0.000400	0.000070	0.002000	0.030000
480.00	0.540300	0.026830	0.764000	25.550000	0.000400	0.000070	0.002000	0.030000
470.00	0.552600	0.022380	0.641000	26.560000	0.000400	0.000060	0.002000	0.030000
460.00	0.564400	0.018580	0.533000	27.510000	0.000300	0.000040	0.002000	0.030000
450.00	0.575900	0.015330	0.439000	28.410000	0.000200	0.000030	0.001000	0.020000
440.00	0.587000	0.012560	0.359000	29.270000	0.000300	0.000020	0.001000	0.020000
430.00	0.597500	0.010210	0.290000	30.070000	0.000600	0.000020	0.001000	0.030000
420.00	0.607400	0.008220	0.231000	30.820000	0.000900	0.000030	0.001000	0.050000
410.00	0.617100	0.006550	0.182000	31.540000	0.000900	0.000030	0.001000	0.050000
400.00	0.626600	0.005160	0.141600	32.240000	0.000700	0.000030	0.000900	0.040000
390.00	0.635900	0.004010	0.108500	32.910000	0.000700	0.000020	0.000800	0.040000
